City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,urengoy,65.9667,78.3667,-33.96,95,23,3.67,RU,1701888350
363,roosevelt,33.9668,-103.4505,17.17,25,12,6.56,US,1701888350
364,meadow lake,34.8014,-106.5436,15.08,49,10,2.01,US,1701888350
365,enewetak,11.3474,162.3373,27.62,70,97,9.56,MH,1701888350
366,urangan,-25.3,152.9,22.4,74,0,3.55,AU,1701888103
367,suntar,62.1444,117.6319,-47.06,100,72,1.26,RU,1701888133
368,adrar,20.5022,-10.0711,22.84,16,100,3.99,MR,1701888351
369,wyszkow,52.5928,21.4584,-0.5,93,100,3.72,PL,1701888335
370,dwarka,22.2394,68.9678,23.39,46,0,6.65,IN,1701888351
371,matthew town,20.95,-73.6667,27.42,70,0,5.47,BS,1701888351
372,walvis bay,-22.9575,14.5053,17.53,77,0,2.06,NA,1701888115
373,malakanagiri,18.35,81.9,22.08,98,99,1.03,IN,1701888351
374,moyale,3.5167,39.0584,21.69,44,81,3.12,KE,1701888352
375,quincy,42.2529,-71.0023,2.75,73,75,4.63,US,1701888352
376,labytnangi,66.6572,66.4183,-34.27,100,33,0.97,RU,1701888080
377,'ain deheb,34.8422,1.547,9.31,85,100,3.96,DZ,1701888352
378,khovd,48.0056,91.6419,2.79,39,21,10.0,MN,1701888352
379,maunabo,18.0072,-65.8993,30.72,85,40,4.18,PR,1701888352
380,itoman,26.1247,127.6694,21.01,62,75,8.75,JP,1701888353
381,washington,47.5001,-120.5015,6.52,95,100,1.56,US,1701888208
382,santana,-0.0583,-51.1817,31.1,70,75,5.14,BR,1701888353
383,gadzhiyevo,69.2551,33.3362,-16.61,98,93,4.26,RU,1701888063
384,mutsu,41.2894,141.2169,8.11,89,100,2.77,JP,1701888353
385,mount pleasant,32.7941,-79.8626,15.17,44,20,6.69,US,1701888220
386,thames,-37.1333,175.5333,16.06,68,75,4.35,NZ,1701888353
387,margate,51.3813,1.3862,1.5,94,100,1.74,GB,1701888240
388,grand falls-windsor,48.9332,-55.6649,-3.7,68,100,3.01,CA,1701888069
389,naliya,23.2667,68.8333,20.27,44,0,3.41,IN,1701888354
390,bubaque,11.2833,-15.8333,28.36,58,2,4.77,GW,1701888354
391,mumford,5.2618,-0.759,27.47,81,65,4.11,GH,1701888354
392,hasaki,35.7333,140.8333,6.22,62,100,7.18,JP,1701887933
393,fale old settlement,-9.3852,-171.2468,28.54,77,100,4.56,TK,1701887948
394,igoumenitsa,39.5039,20.2656,10.81,79,100,1.32,GR,1701888355
395,boyolangu,-8.1181,111.8935,24.12,88,62,0.79,ID,1701888355
396,al bawiti,28.3492,28.8659,15.8,51,0,3.39,EG,1701888355
397,puerto quijarro,-17.7833,-57.7667,38.37,29,31,2.28,BO,1701888355
398,crane,31.3974,-102.3501,18.73,43,46,6.32,US,1701888111
399,lata,40.1629,-8.3327,10.04,81,100,1.09,PT,1701888356
400,mikhaylovka,50.06,43.2379,-2.9,75,100,4.44,RU,1701888356
401,weno,7.4515,151.8468,25.97,100,75,1.54,FM,1701887926
402,basotu,-4.3667,35.0833,18.16,86,22,1.92,TZ,1701888356
403,anshun,26.25,105.9333,7.51,71,96,0.47,CN,1701888088
404,saldanha,-33.0117,17.9442,26.03,76,0,4.28,ZA,1701888064
405,kilindoni,-7.9139,39.6668,27.71,82,56,4.06,TZ,1701888357
406,solwezi,-12.1688,26.3894,18.84,81,87,2.3,ZM,1701888357
407,kaluga,54.5,35.5,-19.55,100,100,1.83,RU,1701888357
408,panjab,34.388,67.0233,-0.28,30,0,0.72,AF,1701888357
409,nadi,-17.8,177.4167,24.0,88,40,3.09,FJ,1701888357
410,pokaran,26.9167,71.9167,19.04,39,0,4.0,IN,1701888357
411,rongelap,11.1635,166.8941,27.49,76,100,9.73,MH,1701888072
412,zarichne,51.8126,26.129,-2.2,95,100,4.59,UA,1701888358
413,chonchi,-42.6128,-73.8092,18.56,55,13,1.02,CL,1701888083
414,berber,18.0216,33.983,25.79,30,17,4.64,SD,1701888358
415,robertsport,6.7533,-11.3686,27.47,81,0,4.6,LR,1701888358
416,yanykurgan,43.915,67.2481,-0.35,41,100,6.26,KZ,1701888358
417,imbituba,-28.24,-48.6703,26.62,82,30,4.79,BR,1701888359
418,gueckedou,8.6667,-10.25,23.26,62,0,1.06,GN,1701888359
419,sarangani,5.4033,125.4636,28.15,76,51,1.88,PH,1701888359
420,diamond springs,38.6946,-120.8149,15.34,78,75,3.6,US,1701888359
421,anqing,30.5092,117.0506,10.07,47,0,2.4,CN,1701888359
422,lamia,38.9,22.4333,10.62,86,70,1.04,GR,1701888360
423,newman,37.3138,-121.0208,16.13,40,18,4.04,US,1701887912
424,new river,33.9159,-112.136,25.43,17,0,1.27,US,1701888360
425,ciudad lazaro cardenas,17.9583,-102.2,31.21,48,69,2.13,MX,1701888315
426,ritchie,-29.038,24.6028,18.56,55,100,9.66,ZA,1701888360
427,potosi,-19.5836,-65.7531,19.48,34,40,5.14,BO,1701888360
428,shimoda,34.6667,138.95,15.28,71,100,7.69,JP,1701888361
429,kampene,-3.6,26.6667,21.22,99,100,0.64,CD,1701888361
430,divnogorsk,55.9594,92.3619,-19.59,98,100,4.21,RU,1701888361
431,krasnovishersk,60.4078,57.082,-29.07,99,55,0.89,RU,1701888361
432,laguna,38.421,-121.4238,15.72,80,20,4.63,US,1701888082
433,utete,-7.986,38.758,24.35,96,62,1.47,TZ,1701888362
434,namibe,-15.1961,12.1522,23.63,85,100,3.76,AO,1701888362
435,lubumbashi,-11.6609,27.4794,19.85,81,64,1.68,CD,1701888362
436,puerto baquerizo moreno,-0.9,-89.6,28.55,65,20,9.26,EC,1701888010
437,atar,20.5169,-13.0499,32.03,22,0,5.14,MR,1701888363
438,zeya,53.75,127.2667,-16.4,97,100,0.9,RU,1701888070
439,tandalti,13.0167,31.8667,26.91,18,54,5.47,SD,1701888363
440,loango,-4.6719,11.8312,26.39,82,44,3.2,CG,1701888363
441,solnechnyy,50.7214,136.6319,-9.43,97,100,0.41,RU,1701888364
442,vernon,50.2581,-119.2691,6.45,95,100,0.89,CA,1701888062
443,el abiodh sidi cheikh,32.893,0.5484,13.3,56,21,3.63,DZ,1701888364
444,verkhniy mamon,50.1635,40.3832,-3.43,72,42,4.87,RU,1701888364
445,cruzeiro do sul,-29.5128,-51.9853,27.51,84,72,3.19,BR,1701888365
446,douglas,41.3,-96.167,11.48,55,0,8.23,US,1701888365
447,quatre cocos,-20.2078,57.7625,26.06,80,44,3.84,MU,1701888365
448,el porvenir,13.7617,-87.3458,25.63,41,13,4.54,HN,1701888365
449,ust'-barguzin,53.45,108.9833,-21.39,99,100,3.68,RU,1701888365
450,summerside,46.3959,-63.7876,-2.16,63,3,4.63,CA,1701888366
451,hjorring,57.4642,9.9823,0.29,98,100,5.39,DK,1701888366
452,albertina,-22.2008,-46.6158,29.54,48,34,0.83,BR,1701888366
453,shingu,33.7333,135.9833,11.18,87,7,3.43,JP,1701888367
454,cidade velha,14.9167,-23.6167,25.26,61,75,7.72,CV,1701888105
455,middlebury (village),44.0153,-73.1673,-0.9,79,40,2.57,US,1701888367
456,bermejillo,25.8833,-103.6167,19.46,48,98,4.94,MX,1701888367
457,chinde,26.8418,88.0763,11.41,70,93,2.26,NP,1701888367
458,tudela de duero,41.5845,-4.5809,6.7,70,99,0.36,ES,1701888368
459,mount isa,-20.7333,139.5,28.87,37,3,0.0,AU,1701888079
460,poronaysk,49.2167,143.1167,2.17,95,100,5.42,RU,1701888368
461,farafangana,-22.8167,47.8333,24.62,76,56,3.56,MG,1701888368
462,manta,-0.95,-80.7333,27.88,78,75,3.09,EC,1701888369
463,byron bay,-28.65,153.6167,19.98,90,12,1.72,AU,1701888369
464,castelli,-25.9468,-60.6195,29.61,63,100,1.68,AR,1701888369
465,santa cruz de la sierra,-17.8,-63.1667,33.7,48,40,10.8,BO,1701888349
466,ha tinh,18.3333,105.9,19.61,85,100,3.2,VN,1701888369
467,kolwezi,-10.7148,25.4667,16.95,81,15,1.47,CD,1701888369
468,beitbridge,-22.2167,30.0,22.41,76,99,8.99,ZW,1701888370
469,saynshand,44.8824,110.1163,-7.22,81,98,3.41,MN,1701888061
470,tema,5.667,-0.0166,29.23,74,20,2.57,GH,1701888370
471,privolzhskiy,51.4,46.0333,-6.5,54,50,2.77,RU,1701888370
472,tobelo,1.7284,128.0095,26.33,84,100,1.97,ID,1701888370
473,virginia,37.5481,-77.4467,8.06,53,75,9.26,US,1701888238
474,alice springs,-23.7,133.8833,21.75,37,0,2.06,AU,1701888060
475,bogorodsk,56.1033,43.5158,-19.21,100,66,0.54,RU,1701888371
476,brokopondo,4.75,-55.1667,28.0,73,100,3.8,SR,1701888371
477,karratha,-20.7377,116.8463,30.28,45,7,4.07,AU,1701887895
478,rikaze,29.25,88.8833,-2.62,48,6,0.54,CN,1701888372
479,ketchikan,55.3422,-131.6461,7.41,81,75,2.06,US,1701888372
480,heroica matamoros,25.8833,-97.5,24.94,58,0,6.17,MX,1701888198
481,olavarria,-36.8927,-60.3225,19.07,80,99,3.14,AR,1701888373
482,temiskaming shores,47.4938,-79.7153,-14.11,63,93,0.71,CA,1701888373
483,fortuna,40.5982,-124.1573,13.14,96,40,10.8,US,1701888102
484,tayu,-6.5397,111.0518,25.8,87,45,2.1,ID,1701888373
485,bor,56.3567,44.0669,-18.89,100,76,0.61,RU,1701888374
486,savanna-la-mar,18.219,-78.1332,29.96,60,24,2.23,JM,1701888374
487,black point,-34.6187,137.8972,18.17,63,100,5.23,AU,1701888374
488,bengkulu,-3.8004,102.2655,24.24,94,100,2.3,ID,1701888374
489,sinop,41.7711,34.8709,8.51,78,99,2.41,TR,1701888132
490,oppdal,62.5943,9.6912,-9.74,71,100,2.9,NO,1701888374
491,turinskaya sloboda,57.6232,64.3858,-29.3,95,14,2.97,RU,1701888375
492,sechura,-5.5569,-80.8222,25.92,63,93,6.29,PE,1701888101
493,warmbad,-28.45,18.7333,25.61,25,0,8.2,NA,1701888375
494,gillette,44.2911,-105.5022,12.19,44,0,4.92,US,1701888316
495,taltal,-25.4,-70.4833,20.16,66,22,4.39,CL,1701888375
496,hammerfest,70.6634,23.6821,-6.75,73,40,9.26,NO,1701888095
497,san patricio,28.017,-97.5169,22.4,39,26,4.75,US,1701888111
498,uturoa,-16.7333,-151.4333,25.84,83,100,8.84,PF,1701888082
499,rouissat,31.9243,5.3502,17.04,31,0,3.09,DZ,1701888376
500,nejo,9.5,35.5,16.78,64,8,1.05,ET,1701888376
501,tyukalinsk,55.8732,72.1967,-27.21,93,37,4.75,RU,1701888376
502,tual,-5.6667,132.75,28.66,68,92,0.45,ID,1701888134
503,pandan,14.0453,124.1694,25.4,82,47,3.06,PH,1701888122
504,happy valley-goose bay,53.3168,-60.3315,-1.83,64,75,6.69,CA,1701888126
505,riedenburg,48.9667,11.6833,2.17,99,97,3.41,DE,1701888377
506,alo,7.4178,6.7371,31.11,39,100,0.98,NG,1701888377
507,along,28.1667,94.7667,15.44,63,100,0.9,IN,1701888378
508,arkadak,51.9326,43.4978,-7.13,94,98,2.5,RU,1701888378
509,minas de marcona,-15.2119,-75.1103,20.83,54,100,7.87,PE,1701888083
510,kanniyakumari,8.0833,77.5667,27.03,81,82,3.33,IN,1701888378
511,mulayjah,27.271,48.4242,19.06,31,0,2.23,SA,1701888379
512,kas,36.2018,29.6377,15.43,73,100,4.1,TR,1701888379
513,naantali,60.4674,22.0243,-3.77,89,100,4.63,FI,1701888379
514,embi,48.8264,58.1442,-6.75,65,5,3.16,KZ,1701888380
515,gizo,-8.103,156.8419,27.68,85,100,10.67,SB,1701888380
516,santo antonio do ica,-3.1022,-67.9397,28.56,84,99,1.19,BR,1701888380
517,weining,26.85,104.2333,3.81,68,100,1.97,CN,1701888380
518,soledad de doblado,19.05,-96.4167,21.69,94,100,2.37,MX,1701888381
519,turbat,26.0023,63.044,20.3,32,0,1.42,PK,1701888381
520,newnham,-41.3833,147.1333,8.53,76,0,3.09,AU,1701888381
521,villa gesell,-37.2639,-56.973,17.81,92,100,5.63,AR,1701888381
522,kota bharu,6.1333,102.2386,25.97,94,20,0.0,MY,1701888121
523,mariehamn,60.0973,19.9348,-1.77,92,100,1.03,AX,1701888382
524,nahiyat ash shinafiyah,31.5874,44.6602,19.71,26,57,4.69,IQ,1701888382
525,nouadhibou,20.931,-17.0347,23.99,53,100,4.12,MR,1701888382
526,nemuro,43.3236,145.575,7.95,91,100,4.65,JP,1701888070
527,jiutai,44.1525,125.8328,-10.81,87,43,2.63,CN,1701888383
528,teluk nibung,3.001,99.8164,25.1,93,100,1.53,ID,1701888383
529,namdrik,5.5994,168.1028,28.18,80,100,9.78,MH,1701888383
530,aranyaprathet,13.6928,102.5013,25.61,80,100,3.2,TH,1701888383
531,east end,34.5507,-92.341,11.65,55,3,0.89,US,1701888384
532,tangalle,6.024,80.7911,25.09,91,56,1.56,LK,1701888110
533,yreka,41.7354,-122.6345,12.1,62,40,11.32,US,1701888384
534,cuito,-12.3833,16.9333,15.91,93,26,1.1,AO,1701888385
535,bestobe,52.4994,73.0975,-16.09,73,100,8.91,KZ,1701888385
536,peterhead,57.5058,-1.7981,1.82,66,100,9.26,GB,1701888385
537,mejit,10.2753,170.8646,27.49,76,91,10.17,MH,1701888114
538,palangkaraya,-2.2,113.8333,24.36,96,100,1.11,ID,1701888385
539,hakui,36.8833,136.7833,10.07,63,97,5.79,JP,1701888385
540,sao jose da coroa grande,-8.8978,-35.1478,27.74,66,1,3.94,BR,1701888092
541,zharkent,44.1628,80.0,5.56,63,100,0.66,KZ,1701888386
542,arteche,12.2645,125.4048,25.26,80,96,2.77,PH,1701888386
543,altus,34.6381,-99.334,17.73,39,0,8.75,US,1701888386
544,aktau,43.65,51.2,2.32,40,100,9.6,KZ,1701888362
545,heinola,61.2056,26.0381,-9.44,98,100,1.62,FI,1701888386
546,sao vicente,-23.9631,-46.3919,36.1,45,20,4.12,BR,1701888101
547,camana,-16.6228,-72.7111,22.32,69,100,4.8,PE,1701888387
548,pruzhany,52.5567,24.4644,-2.36,96,100,4.86,BY,1701888387
549,mao,39.8885,4.2658,10.31,81,40,2.06,ES,1701888112
550,picui,-6.5106,-36.3469,33.5,27,46,5.47,BR,1701888387
551,gonabad,34.3529,58.6837,10.71,20,100,0.62,IR,1701888388
552,hutchinson,38.0608,-97.9298,13.62,50,0,8.23,US,1701888388
553,rawlins,41.7911,-107.2387,8.94,40,0,7.72,US,1701888306
554,sungai raya,0.7,108.9,26.37,85,100,2.18,ID,1701888388
555,lhokseumawe,5.1801,97.1507,25.8,84,100,1.55,ID,1701888389
556,egilsstadir,65.2653,-14.3948,-9.05,92,75,1.54,IS,1701888066
557,tindouf,27.6711,-8.1474,20.25,45,40,7.2,DZ,1701888389
558,inirida,3.8653,-67.9239,34.48,42,94,1.46,CO,1701888069
559,yeniseysk,58.4497,92.1703,-25.59,91,100,2.24,RU,1701888389
560,tehuitzingo,16.9408,-99.1719,32.85,43,100,0.74,MX,1701888391
561,mossel bay,-34.1831,22.146,18.96,86,17,10.73,ZA,1701888059
562,n'dalatando,-9.2978,14.9116,21.31,75,9,0.94,AO,1701888391
563,camarinas,43.1311,-9.1817,13.85,85,100,12.06,ES,1701888108
564,axim,4.8699,-2.2405,26.91,79,17,3.54,GH,1701888391
565,aliabad,41.4822,46.6353,8.79,100,100,2.06,AZ,1701888391
566,mae tha,18.4646,99.1403,23.33,95,61,0.43,TH,1701888392
567,silver springs,29.1044,-82.0206,16.68,51,6,0.89,US,1701888392
568,kolondieba,11.0882,-6.8926,28.67,15,33,2.17,ML,1701888392
569,zuni pueblo,35.0725,-108.8506,7.35,28,0,2.55,US,1701888392
570,marat,25.0701,45.4615,19.22,20,0,3.42,SA,1701888176
571,acarau,-2.8856,-40.12,29.57,64,85,9.55,BR,1701888393
572,banyo,6.75,11.8167,24.14,37,77,0.89,CM,1701888393
573,sulak,43.2734,47.5146,8.84,84,100,11.05,RU,1701888393
574,sorong,-0.8833,131.25,27.2,80,100,1.64,ID,1701888176
575,pokhara,28.2333,83.9833,14.73,54,100,1.57,NP,1701888393
