,date,Operating cash flow,ticker,capex,Operating cash flow to capex
1338,2015,59160000,CYBR,-2066000,3.4922244759972956
1339,2014,23840000,CYBR,-1408000,5.906040268456376
1340,2013,20159000,CYBR,-752000,3.730343767051937
1341,2012,13657000,CYBR,-686000,5.023065094823168
1342,2023,38395000,GWRE,-17427000,45.38872248990754
1343,2022,-37940000,GWRE,-21776000,57.395888244596726
1344,2021,111587000,GWRE,-28854000,25.857850824916884
1345,2020,113066000,GWRE,-25660000,22.69470928484248
1346,2019,116126000,GWRE,-48857000,42.07240411277405
1347,2018,140459000,GWRE,-12011000,8.551249830911512
1348,2017,138759000,GWRE,-6670000,4.80689540858611
1349,2016,99900000,GWRE,-7111000,7.118118118118118
1350,2015,63677000,GWRE,-6301000,9.895252602980669
1351,2014,75491000,GWRE,-4993000,6.614033460942364
1352,2013,32547000,GWRE,-9228000,28.35284358005346
1353,2012,17094000,GWRE,-5619000,32.87118287118287
1354,2023,187768000,BILL,-31203000,16.61784755655916
1355,2022,-18093000,BILL,-15636000,86.42016249378213
1356,2021,-4623000,BILL,-21206000,458.70646766169153
1357,2020,-4430000,BILL,-12076000,272.5959367945824
1358,2019,-3949000,BILL,-4299000,108.86300329197265
1359,2018,-8356000,BILL,-2046000,24.485399712781238
1360,2022,200057000,INFA,-5465000,2.7317214593840755
1361,2021,228683000,INFA,-10817000,4.730128605974209
1362,2020,167754000,INFA,-13835000,8.247195297876653
1363,2019,3138000,INFA,-29688000,946.0803059273422
1364,2022,1098756000,AMKR,-908294000,82.66566917495786
1365,2021,1121295000,AMKR,-779779000,69.54271623435403
1366,2020,770033000,AMKR,-553021000,71.81783118385835
1367,2019,563850000,AMKR,-472433000,83.78700008867607
1368,2018,663410000,AMKR,-547122000,82.47117167362566
1369,2017,618267000,AMKR,-550943000,89.11085340152394
1370,2016,729402000,AMKR,-650038000,89.11930595199904
1371,2015,577945000,AMKR,-537975000,93.08411700075267
1372,2014,613909000,AMKR,-681120000,110.9480395302887
1373,2013,557536000,AMKR,-566256000,101.56402456522986
1374,2012,389063000,AMKR,-533512000,137.1274061013255
1375,2011,516832000,AMKR,-466694000,90.29897529564734
1376,2010,542595000,AMKR,-445669000,82.13658437692939
1377,2009,261725000,AMKR,-218177000,83.3611615245009
1389,2023,-193287000,S,-18812000,9.732677314045953
1390,2022,-95588000,S,-10294000,10.769134200945725
1391,2022,198854000,QLYS,-23981000,12.059601516690638
1392,2021,200616000,QLYS,-25654000,12.787614148422858
1393,2020,180086000,QLYS,-30037000,16.679253245671514
1394,2019,160607000,QLYS,-27573000,17.16799392305441
1395,2018,125464000,QLYS,-22775000,18.152617483899764
1396,2017,107646000,QLYS,-37818000,35.13182096873084
1397,2016,68110000,QLYS,-23245000,34.12861547496696
1398,2015,65960000,QLYS,-20051000,30.39872650090964
1399,2014,41423000,QLYS,-13914000,33.59003452188398
1400,2013,25146000,QLYS,-13663000,54.334685437047646
1401,2012,21952000,QLYS,-11188000,50.96574344023323
1402,2022,230393000,RMBS,-20478000,8.888290876892961
1403,2021,209217000,RMBS,-13792000,6.592198530712132
1404,2020,185459000,RMBS,-29728000,16.029418901212665
1405,2019,128535000,RMBS,-6472000,5.035204419029836
1406,2018,87117000,RMBS,-11112000,12.755260167361135
1407,2017,117437000,RMBS,-9505000,8.093701303677717
1408,2016,92538000,RMBS,-8556000,9.24593140115412
1409,2015,76442000,RMBS,-6132000,8.021768137934643
1410,2014,76948000,RMBS,-7204000,9.362166658002808
1411,2013,51342000,RMBS,-9594000,18.68645553348136
1412,2012,-17501000,RMBS,-23509000,134.32946688760643
1413,2011,52992000,RMBS,-19431000,36.66779891304348
1414,2010,235218000,RMBS,-26700000,11.351172104175701
1415,2009,-40592000,RMBS,-5165000,12.724182104848246
1427,2022,-157333000,CFLT,-14455000,9.187519465083613
1428,2021,-105060000,CFLT,-8942000,8.511326860841423
1429,2020,-82057000,CFLT,-4650000,5.6667925953910085
1430,2022,37152000,WIX,-71244000,191.76356589147287
1431,2021,65685000,WIX,-37700000,57.395143487858725
1432,2020,148049000,WIX,-24496000,16.54587332572324
1433,2019,149564000,WIX,-22318000,14.922040063116793
1434,2018,115709000,WIX,-14184000,12.258337726538125
1435,2017,83052000,WIX,-11724000,14.116457159370032
1436,2016,40573000,WIX,-4515000,11.128090109185912
1437,2015,20876000,WIX,-6792000,32.53496838474803
1438,2014,-803000,WIX,-6821000,849.4396014943961
1439,2013,4243000,WIX,-3070000,72.35446617958992
1440,2022,100052000,SPSC,-19880000,19.869667772758167
1441,2021,112893000,SPSC,-19588000,17.350942928259503
1442,2020,88562000,SPSC,-16467000,18.593753528601432
1443,2019,71794000,SPSC,-13585000,18.922194055213527
1444,2018,55015000,SPSC,-13750000,24.99318367717895
1445,2017,31050000,SPSC,-7271000,23.4170692431562
1446,2016,18765000,SPSC,-8008000,42.6751931787903
1447,2015,14429000,SPSC,-8757000,60.69027652643981
1448,2014,16788000,SPSC,-7582000,45.16321181796521
1449,2013,18243000,SPSC,-5701000,31.250342597160554
1450,2012,6829000,SPSC,-5983000,87.61165617220676
1451,2011,4485000,SPSC,-2584000,57.61426978818284
1452,2010,4919000,SPSC,-1772000,36.02358202886766
1453,2022,417000000,ZI,-28900000,6.930455635491607
1454,2021,299400000,ZI,-23600000,7.882431529726119
1455,2020,169600000,ZI,-16800000,9.90566037735849
1456,2019,44400000,ZI,-13600000,30.630630630630627
1457,2022,237526000,PSN,-30593000,12.879853152917997
1458,2021,205574000,PSN,-21105000,10.266376098144708
1459,2020,289161000,PSN,-34036000,11.770605302928127
1460,2019,220240000,PSN,-67597000,30.692426443879405
1461,2018,284634000,PSN,-29283000,10.287948734163873
1462,2017,265029000,PSN,-27939000,10.541865229842772
1463,2022,39570000,ALTR,-9648000,24.382107657316148
1464,2021,61623000,ALTR,-8193000,13.295360498515166
1465,2020,32882000,ALTR,-8226000,25.016726476491698
1466,2019,31393000,ALTR,-10133000,32.277896346319245
1467,2018,36230000,ALTR,-9386000,25.906707148771734
1468,2017,16091000,ALTR,-9642000,59.92169535765335
1469,2022,-2525000,FRSH,-12245000,484.9504950495049
1470,2021,11460000,FRSH,-9117000,79.55497382198953
1471,2023,23588000,SMAR,-13797000,58.491605901305746
1472,2022,-3512000,SMAR,-17300000,492.5968109339408
1473,2021,-15648000,SMAR,-11784000,75.30674846625767
1474,2020,-10870000,SMAR,-11852000,109.03403863845446
1475,2019,-2855000,SMAR,-8784000,307.6707530647986
1476,2018,-13581000,SMAR,-9481000,69.81076503939327
1477,2022,509300000,CLVT,-202900000,39.83899469860593
1478,2021,323767000,CLVT,-118543000,36.613675884200674
1479,2020,263500000,CLVT,-107713000,40.87779886148007
1480,2019,117580000,CLVT,-69836000,59.39445483925838
1481,2018,-26100000,CLVT,-45410000,173.9846743295019
1482,2022,25365000,APPF,-21228000,83.69012418687167
1483,2021,35391000,APPF,-32718000,92.44723234720692
1484,2020,48299000,APPF,-45080000,93.33526574049152
1485,2019,38887000,APPF,-29082000,74.78591817316841
1486,2018,36268000,APPF,-14406000,39.7209661409507
1487,2017,29371000,APPF,-39316000,133.85992986278984
1488,2016,11500000,APPF,-15410000,134.0
1489,2015,-6844000,APPF,-11388000,166.39392168322618
1490,2014,475000,APPF,-6476000,1363.3684210526314
1491,2013,-4370000,APPF,-3688000,84.39359267734554
1492,2023,166917000,MTSI,-24699000,14.797174643685185
1493,2022,176982000,MTSI,-26513000,14.980619498028048
1494,2021,148412000,MTSI,-17954000,12.097404522545347
1495,2020,171397000,MTSI,-17573000,10.25280489156753
1496,2019,20700000,MTSI,-37963000,183.39613526570048
1497,2018,36293000,MTSI,-53044000,146.15490590471993
1498,2017,61050000,MTSI,-32804000,53.73300573300573
1499,2016,79232000,MTSI,-32103000,40.51772011308562
1500,2015,33678000,MTSI,-41598000,123.51683591662213
1501,2014,25290000,MTSI,-22463000,88.82166864373269
1502,2013,36801000,MTSI,-12666000,34.41754300154887
1503,2012,35354000,MTSI,-15679000,44.348588561407475
1504,2022,94862000,DV,-39981000,42.146486475090136
1505,2021,82749000,DV,-9397000,11.356028471643162
1506,2022,98106000,NSIT,-70939000,72.30852343383687
1507,2021,163711000,NSIT,-52079000,31.811545955983412
1508,2020,355582000,NSIT,-24184000,6.8012441574657885
1509,2019,127876000,NSIT,-69086000,54.025774969501704
1510,2018,292647000,NSIT,-17251000,5.894815255239248
1511,2017,-305426000,NSIT,-19230000,6.296124102073825
1512,2016,95805000,NSIT,-12266000,12.803089609101823
1513,2015,180510000,NSIT,-13416000,7.432275220209407
1514,2014,110319000,NSIT,-9983000,9.049211831144227
1515,2013,76066000,NSIT,-19024000,25.009859858543898
1516,2012,67442000,NSIT,-30152000,44.70804543163014
1517,2011,115725000,NSIT,-27093000,23.41153596889177
1518,2010,98181000,NSIT,-17972000,18.30496735620945
1519,2009,122674000,NSIT,-14707000,11.988685459021472
1531,2022,88865000,FIVN,-56171000,63.20936251617623
1532,2021,28485000,FIVN,-42216000,148.20431806213796
1533,2020,67302000,FIVN,-30422000,45.202222816558205
1534,2019,51221000,FIVN,-19228000,37.539290525370454
1535,2018,38622000,FIVN,-9261000,23.978561441665374
1536,2017,11106000,FIVN,-2650000,23.860976048982533
1537,2016,6838000,FIVN,-1131000,16.53992395437262
1538,2015,-12939000,FIVN,-1116000,8.625086946440993
1539,2014,-24279000,FIVN,-1025000,4.221755426500268
1540,2023,179602000,DOCS,-6184000,3.4431687843119785
1541,2022,126575000,DOCS,-5697000,4.500888801106064
1542,2021,82973000,DOCS,-4610000,5.556024248852036
1543,2023,193206000,ALGM,-79775000,41.29012556545863
1544,2022,156129000,ALGM,-69941000,44.79693074316751
1545,2021,120570000,ALGM,-40673000,33.733930496806835
1546,2022,131151000,TENB,-19148000,14.599964925925079
1547,2021,96765000,TENB,-6561000,6.780344132692607
1548,2020,64232000,TENB,-20277000,31.56837713289326
1549,2019,-10744000,TENB,-20674000,192.42367833209232
1550,2018,-2559000,TENB,-5733000,224.03282532239155
1551,2017,-6266000,TENB,-2755000,43.967443345036706
1552,2022,11334000,WK,-3618000,31.921651667548968
1553,2021,49844000,WK,-3753000,7.529492015087072
1554,2020,33243000,WK,-2169000,6.524681887916254
1555,2019,30566000,WK,-3838000,12.55643525485834
1556,2018,6400000,WK,-1122000,17.53125
1557,2017,5520000,WK,-1188000,21.521739130434785
1558,2016,-10369000,WK,-1901000,18.3334940688591
1559,2015,-21592000,WK,-1843000,8.535568729158948
1560,2014,-3505000,WK,-8566000,244.39372325249641
1561,2022,166141000,EXLS,-44836000,26.98671610258756
1562,2021,184387000,EXLS,-37248000,20.200990308427382
1563,2020,202973000,EXLS,-42224000,20.802766870470457
1564,2019,168420000,EXLS,-40138000,23.832086450540316
1565,2018,92435000,EXLS,-40437000,43.74641640071402
1566,2017,113140000,EXLS,-35154000,31.071239172706385
1567,2016,100258000,EXLS,-25850000,25.783478625147122
1568,2015,96691000,EXLS,-25585000,26.460580612466515
1569,2014,66659000,EXLS,-27678000,41.52177500412547
1570,2013,82792000,EXLS,-15916000,19.224079621219442
1571,2012,65782000,EXLS,-18804000,28.585327293180505
1572,2011,56235000,EXLS,-19468000,34.61900951364809
1573,2010,36506000,EXLS,-19860000,54.40201610694132
1574,2009,35695000,EXLS,-11416000,31.982070317971704
1578,2022,-508000000,AUR,-15000000,2.952755905511811
1579,2021,-563288000,AUR,-48054000,8.53098237491301
1580,2023,-22308000,BRZE,-16705000,74.88344988344988
1581,2022,-35398000,BRZE,-4375000,12.359455336459687
1582,2022,58005000,CWAN,-7758000,13.374709076803724
1583,2021,3358000,CWAN,-5025000,149.64264443120905
1584,2022,212649000,IPGP,-110141000,51.79474156944072
1585,2021,389700000,IPGP,-123108000,31.590454195535028
1586,2020,285335000,IPGP,-87696000,30.734399915888343
1587,2019,323521000,IPGP,-133536000,41.275836808120644
1588,2018,393301000,IPGP,-160343000,40.768520802133736
1589,2017,405395000,IPGP,-126535000,31.21276779437339
1590,2016,292288000,IPGP,-127042000,43.464664987957086
1591,2015,256571000,IPGP,-70119000,27.32927727607563
1592,2014,180105000,IPGP,-90601000,50.304544571222344
1593,2013,119367000,IPGP,-70919000,59.41256796266975
1594,2012,175276000,IPGP,-68184000,38.90093338506128
1595,2011,87351000,IPGP,-53007000,60.68276264725074
1596,2010,63432000,IPGP,-28374000,44.73136587211502
1597,2009,54405000,IPGP,-10498000,19.296020586343168
1601,2022,31284000,SEDG,-169341000,541.3022631377062
1602,2021,214129000,SEDG,-149251000,69.70144165432987
1603,2020,222655000,SEDG,-126790000,56.94460039073903
1604,2019,259000000,SEDG,-72562000,28.016216216216215
1605,2018,189079000,SEDG,-38608000,20.41897831065322
1606,2017,136665000,SEDG,-21382000,15.645556653129916
1607,2016,52427000,SEDG,-15690000,29.92732752207832
1608,2015,12054000,SEDG,-11765000,97.6024556163929
1609,2022,318499706.7816,STNE,-145686396.9093,45.74145401307994
1610,2021,647384366.8709,STNE,-240533070.0902,37.15459970910397
1611,2020,-10874907.9449,STNE,-96174317.3464,884.3690248569213
1612,2019,-659458855.9338,STNE,-103636599.2155,15.715400329069748
1613,2018,-622436579.5398,STNE,-49028949.8376,7.876939024671343
1614,2017,-387771742.6376,STNE,-49374830.7725,12.732962550766432
1615,2022,11871000,VRNS,-11396000,95.99865217757561
1616,2021,7178000,VRNS,-10490000,146.14098634717192
1617,2020,-5842000,VRNS,-10116000,173.15987675453613
1618,2019,-10683000,VRNS,-25392000,237.68604324627916
1619,2018,23545000,VRNS,-9583000,40.70078572945424
1620,2017,16351000,VRNS,-5314000,32.49954131245795
1621,2016,7347000,VRNS,-3825000,52.062066149448746
1622,2022,149009000,PWSC,-45111000,30.27401029468019
1623,2021,143103000,PWSC,-39908000,27.88760543105316
1624,2022,-567037793.9514,BILI,-396979370.4212,70.009331768673
1625,2021,-415340729.0402,BILI,-578558158.5637,139.29723672914884
1626,2020,115253814.4668,BILI,-342653229.8204,297.3031577354905
1627,2019,27878627.2147,BILI,-224242172.407,804.3515582028384
1628,2018,107187032.0221,BILI,-193892709.1042,180.89194695140256
1629,2017,71123462.838,BILI,-96579400.6685,135.79119578089404
1630,2022,203893000,BLKB,-71063000,34.85308470619394
1631,2021,213661000,BLKB,-52153000,24.409227701826726
1632,2020,147955000,BLKB,-71847000,48.56003514582136
1633,2019,182477000,BLKB,-58366000,31.985400899839433
1634,2018,201385000,BLKB,-52348000,25.993991608113813
1635,2017,176290000,BLKB,-38553000,21.869079357876224
1636,2016,153628000,BLKB,-44053000,28.675111307834513
1637,2015,114340000,BLKB,-34114000,29.83557810040231
1638,2014,102277000,BLKB,-22446000,21.94628313306022
1639,2013,107244000,BLKB,-23283000,21.71030547163478
1640,2012,68691000,BLKB,-20557000,29.92677352200434
1641,2011,85527000,BLKB,-18215000,21.297368082593803
1642,2010,55908000,BLKB,-10890000,19.47842884739214
1643,2009,86797000,BLKB,-5534000,6.375796398493036
1649,2023,784000000,KD,-865000000,110.33163265306123
1650,2021,-117000000,KD,-752000000,642.7350427350427
1651,2020,630000000,KD,-1036000000,164.44444444444443
1652,2022,215343000,POWI,-39211000,18.208625309390136
1653,2021,230868000,POWI,-47272000,20.475769703900067
1654,2020,125639000,POWI,-70598000,56.19115083692166
1655,2019,224499000,POWI,-24114000,10.741250517819678
1656,2018,83964000,POWI,-25577000,30.461864608641797
1657,2017,82039000,POWI,-32496000,39.61042918611879
1658,2016,97901000,POWI,-12198000,12.459525438963851
1659,2015,92187000,POWI,-11359000,12.321693948170566
1660,2014,85562000,POWI,-23071000,26.964072836072088
1661,2013,98671000,POWI,-13960000,14.148027282585563
1662,2012,51830000,POWI,-16358000,31.5608720818059
1663,2011,69192000,POWI,-23223000,33.56312868539715
1664,2010,59972000,POWI,-30567000,50.96878543320216
1665,2009,44971000,POWI,-14356000,31.922794689911278
1677,2022,307800000,ASGN,-37500000,12.183235867446394
1678,2021,193700000,ASGN,-34700000,17.914300464636035
1679,2020,424800000,ASGN,-32600000,7.674199623352165
1680,2019,313200000,ASGN,-32700000,10.440613026819925
1681,2018,287451000,ASGN,-28701000,9.984658254798209
1682,2017,196446000,ASGN,-24265000,12.35199495026623
1683,2016,196250000,ASGN,-27138000,13.82828025477707
1684,2015,117493000,ASGN,-24689000,21.01316674184845
1685,2014,96022000,ASGN,-19729000,20.546333131990586
1686,2013,110524000,ASGN,-16531000,14.95693243096522
1687,2012,40697000,ASGN,-14354000,35.27041305255916
1688,2011,23419000,ASGN,-8411000,35.91528246295743
1689,2010,26861000,ASGN,-6302000,23.461524142809278
1690,2009,42013000,ASGN,-4673000,11.122747720943517
1703,2023,-84462000,HCP,-8998000,10.653311548388626
1704,2022,-56215000,HCP,-6596000,11.733523081028196
1705,2021,-39623000,HCP,-7224000,18.231835045301974
1706,2020,-28365000,HCP,-980000,3.4549621011810334
1707,2023,339568000,CRUS,-36714000,10.811972859633416
1708,2022,124753000,CRUS,-30010000,24.055533734659686
1709,2021,348945000,CRUS,-20475000,5.867686884752612
1710,2020,295815000,CRUS,-21576000,7.293747781552659
1711,2019,206694000,CRUS,-35758000,17.299970003967218
1712,2018,318711000,CRUS,-84503000,26.513989162595582
1713,2017,369751000,CRUS,-51296000,13.873120018607116
1714,2016,155282000,CRUS,-46088000,29.68019474246854
1715,2015,163513000,CRUS,-32311000,19.76050833878652
1716,2014,228038000,CRUS,-17354000,7.610135152913111
1717,2013,160824000,CRUS,-52902000,32.89434412774212
1718,2012,83195000,CRUS,-42552000,51.14730452551235
1719,2011,86940000,CRUS,-21587000,24.829767655854614
1720,2010,25136000,CRUS,-5839000,23.22963080840229
1733,2022,164219000,SQSP,-11543000,7.029028309757093
1734,2021,123157000,SQSP,-11021000,8.94874022589053
1735,2020,150030000,SQSP,-4712000,3.1407051922948743
1736,2019,102333000,SQSP,-8217000,8.029667849080942
1737,2023,331500000,SYNA,-35100000,10.588235294117647
1738,2022,462700000,SYNA,-31100000,6.721417765290686
1739,2021,319200000,SYNA,-21100000,6.610275689223058
1740,2020,221800000,SYNA,-16300000,7.348963029756537
1741,2019,154200000,SYNA,-23700000,15.369649805447471
1742,2018,145000000,SYNA,-41800000,28.827586206896548
1743,2017,152900000,SYNA,-31400000,20.53629823413996
1744,2016,256600000,SYNA,-33200000,12.93842556508184
1745,2015,204100000,SYNA,-51900000,25.42871141597256
1746,2014,131596000,SYNA,-38675000,29.389191160825558
1747,2013,102157000,SYNA,-48519000,47.49454271366622
1748,2012,101393000,SYNA,-10359000,10.216681624964249
1749,2011,89713000,SYNA,-11570000,12.896681640341978
1750,2010,114008000,SYNA,-9067000,7.952950670128411
1759,2022,76846000,VERX,-73418000,95.53913020846888
1760,2021,91969000,VERX,-45046000,48.979547456208074
1761,2022,52318000,ESMT,-6548000,12.515768951412515
1762,2021,24421000,ESMT,-4521000,18.512755415421154
1763,2022,22336000,PEGA,-35379000,158.39452005730658
1764,2021,39118000,PEGA,-10456000,26.72938289278593
1765,2020,563000,PEGA,-25369000,4506.039076376554
1766,2019,42165000,PEGA,-10608000,25.158306652436856
1767,2018,104356000,PEGA,-11893000,11.396565602361148
1768,2017,158235000,PEGA,-13741000,8.683919486839194
1769,2016,39874000,PEGA,-19088000,47.870792997943525
1770,2015,62528000,PEGA,-11020000,17.624104401228248
1771,2014,99889000,PEGA,-11463000,11.475738069256874
1772,2013,80703000,PEGA,-5598000,6.936545109847217
1773,2012,43579000,PEGA,-23610000,54.17747080015604
1774,2011,39815000,PEGA,-9835000,24.701745573276405
1775,2010,18414000,PEGA,-5748000,31.21537960247638
1776,2009,49581000,PEGA,-6043000,12.18813658457877
1788,2022,141274000,SLAB,-26525000,18.775570876452853
1789,2022,91198000,SLAB,-28577000,31.335116998179785
1790,2021,135718000,SLAB,-21992000,16.204188095904744
1791,2019,166522000,SLAB,-24675000,14.817861904132787
1792,2018,173542000,SLAB,-35525000,20.470548916112527
1793,2017,189521000,SLAB,-17212000,9.081843173052064
1794,2016,128910000,SLAB,-10927000,8.476456442479249
1795,2016,105447000,SLAB,-17667000,16.754388460553642
1796,2015,137443000,SLAB,-16739000,12.178866875723028
1797,2013,120150000,SLAB,-10472000,8.715771951727008
1798,2012,97050000,SLAB,-102043000,105.14477073673365
1799,2011,88742000,SLAB,-8690000,9.79243199386987
1800,2011,117935000,SLAB,-22222000,18.842582778649255
1801,2010,120941000,SLAB,-15351000,12.692965991681895
1811,2022,215607000,ACLS,-10683000,4.954848404736396
1812,2021,150190000,ACLS,-8718000,5.804647446567681
1813,2020,69703000,ACLS,-7434000,10.665251136966845
1814,2019,-13594000,ACLS,-11969000,88.04619685155217
1815,2018,46965000,ACLS,-4715000,10.039391035877781
1816,2017,56284000,ACLS,-7285000,12.943287612820695
1817,2016,-8799000,ACLS,-2506000,28.480509148766902
1818,2015,18259000,ACLS,-1830000,10.022454679883893
1819,2014,-16045000,ACLS,-896000,5.584294172639451
1820,2013,-15042000,ACLS,-821000,5.458050791118203
1821,2012,-10597000,ACLS,-591000,5.57705010852128
1822,2011,3533000,ACLS,-2124000,60.11887913954147
1823,2010,-5892000,ACLS,-1403000,23.81194840461643
1824,2009,-33942000,ACLS,-463000,1.364091685816982
1834,2023,-160058000,ASAN,-7157000,4.471504079771083
1835,2022,-83785000,ASAN,-42719000,50.98645342245032
1836,2021,-92870000,ASAN,-58306000,62.7823839776031
1837,2020,-40136000,ASAN,-7262000,18.093482160653775
1838,2019,-40136000,ASAN,-7262000,18.093482160653775
1839,2019,-30180000,ASAN,-3407000,11.288933068257125
1840,2018,-30180000,ASAN,-3407000,11.288933068257125
1841,2023,279938000,ENS,-88772000,31.711307503804413
1842,2022,-65585000,ENS,-74041000,112.89319204086301
1843,2021,358375000,ENS,-70020000,19.538193233344963
1844,2020,253398000,ENS,-101425000,40.02596705577787
1845,2019,197855000,ENS,-70372000,35.56746101943342
1846,2018,211048000,ENS,-69832000,33.08820742200827
1847,2017,246030000,ENS,-50072000,20.351989594764866
1848,2016,307571000,ENS,-55880000,18.168162798183186
1849,2015,194471000,ENS,-63625000,32.716960369412405
1850,2014,193621000,ENS,-61995000,32.01873763692988
1851,2013,244400000,ENS,-55286000,22.621112929623568
1852,2012,204196000,ENS,-48943000,23.968637975278654
1853,2011,76459000,ENS,-59940000,78.39495677421885
1854,2010,136602000,ENS,-45111000,33.02367461676989
1860,2022,119539000,NVMI,-21314000,17.830164214189512
1861,2021,132262000,NVMI,-4816000,3.6412575040450013
1862,2020,60253000,NVMI,-6443000,10.693243489950707
1863,2019,41202000,NVMI,-21269000,51.62128052036309
1864,2018,36109000,NVMI,-3678000,10.185826248303748
1865,2017,61811000,NVMI,-6295000,10.184271408001813
1866,2016,-4160000,NVMI,-3133000,75.3125
1867,2015,25789000,NVMI,-4373000,16.956842064446082
1868,2014,33543000,NVMI,-5234000,15.603851772351906
1869,2013,10991000,NVMI,-4119000,37.47611682285507
1870,2012,7718000,NVMI,-3660000,47.42161181653278
1871,2011,25101000,NVMI,-2307000,9.190868889685671
1872,2010,25832000,NVMI,-1565000,6.0583772065655
1873,2009,-1787000,NVMI,-403000,22.5517627308338
1881,2022,183587000,AEIS,-58885000,32.0747111723597
1882,2021,140245000,AEIS,-31877000,22.72950907340725
1883,2020,201236000,AEIS,-36483000,18.12945993758572
1884,2019,48392000,AEIS,-25188000,52.04992560753844
1885,2018,151271000,AEIS,-20330000,13.43945633994619
1886,2017,182701000,AEIS,-9042000,4.949069791626756
1887,2016,119287000,AEIS,-6821000,5.7181419601465375
1888,2015,104808000,AEIS,-4014000,3.8298603160064113
1889,2014,75586000,AEIS,-6105000,8.07689254623872
1890,2013,35316000,AEIS,-9611000,27.21429380450787
1891,2012,110777000,AEIS,-10233000,9.237477093620516
1892,2011,38095000,AEIS,-18887000,49.578684866780414
1893,2010,18342000,AEIS,-18932000,103.2166612146985
1894,2009,9190000,AEIS,-5611000,61.05549510337324
1906,2023,297982000,BOX,-16497000,5.536240444053667
1907,2022,234818000,BOX,-10487000,4.466011975231882
1908,2021,196834000,BOX,-7438000,3.778818700021338
1909,2020,44713000,BOX,-13409000,29.98904121843759
1910,2019,55321000,BOX,-14808000,26.767412013521085
1911,2018,61822000,BOX,-11822000,19.12264242502669
1912,2017,-1218000,BOX,-14956000,1227.9146141215106
1913,2016,-66321000,BOX,-73210000,110.38735845358183
1914,2015,-84900000,BOX,-38883000,45.79858657243816
1915,2014,-91769000,BOX,-32185000,35.07175625755974
1916,2013,-81751000,BOX,-19561000,23.927536054604836
1917,2022,-105140000,RELY,-7061000,6.71580749476888
1918,2021,-18391000,RELY,-4534000,24.653363058017508
1919,2022,56013000,BL,-30182000,53.883919804331136
1920,2021,80093000,BL,-23265000,29.04748230182413
1921,2020,54735000,BL,-6513000,11.899150452178679
1922,2019,29724000,BL,-4632000,15.583366976180866
1923,2018,16140000,BL,-6284000,38.93432465923172
1924,2017,6424000,BL,-4002000,62.29763387297634
1925,2016,-4808000,BL,-1724000,35.856905158069885
1926,2022,2386081293.49,LPL,-4683267186.969,196.27441863554543
1927,2021,4833659272.9734,LPL,-3173379394.5315,65.6516981301293
1928,2020,2108711963.2824,LPL,-2726411723.5404,129.29275173724983
1929,2019,2340765186.812,LPL,-6458710252.5816,275.92303102294625
1930,2018,4035569450.1255,LPL,-7580269981.2645,187.8364398121996
1931,2017,6324697716.4451,LPL,-6589012481.7633,104.17908929672551
1932,2016,3023782263.4462,LPL,-3439207188.5105,113.73858594536634
1933,2015,2348839748.997,LPL,-2037344927.468,86.73835362067528
1934,2014,2688464674.819,LPL,-3130822507.533,116.45392021912215
1935,2013,3364449266.647,LPL,-3433000155.207,102.03750697742926
1936,2012,3936614024.395,LPL,-3668417094.187,93.18711642680746
1937,2011,3157993698.538,LPL,-3685636838.116,116.70817582132204
1938,2010,4206972360.252,LPL,-4453773183.603,105.86647123434432
1939,2009,3576268333.939,LPL,-973475050.908,27.220414130272708
1940,2022,-12966000,MQ,-3919000,30.225204380687952
1941,2021,56972000,MQ,-2743000,4.8146457909148355
1942,2020,50273000,MQ,-2375000,4.724205836134705
1943,2019,-15428000,MQ,-4908000,31.81228934404978
1944,2023,367861000,VSAT,-1164317000,316.51004047724547
1945,2022,505641000,VSAT,-990310000,195.8523932988029
1946,2021,727215000,VSAT,-885271000,121.73442516999786
1947,2020,436936000,VSAT,-761078000,174.1852353662779
1948,2019,327551000,VSAT,-686820000,209.6833775503662
1949,2018,358633000,VSAT,-584487000,162.9763574461915
1950,2017,411298000,VSAT,-585658000,142.3926204357911
1951,2016,296937000,VSAT,-450625000,151.7577802698889
1952,2015,349516000,VSAT,-419178000,119.93099028370662
1953,2014,205140000,VSAT,-352086000,171.632056156771
1954,2013,91798000,VSAT,-201565000,219.5745005337807
1955,2012,141449000,VSAT,-229022000,161.91136027826283
1956,2011,169617000,VSAT,-224271000,132.22200604892197
1957,2010,112546000,VSAT,-148339000,131.80299610825796
1970,2022,-104847000,AYX,-23633000,22.540463723330188
1971,2021,63159000,AYX,-32768000,51.88175873588878
1972,2020,74782000,AYX,-26358000,35.246449680404375
1973,2019,34192000,AYX,-11453000,33.49613944782405
1974,2018,26089000,AYX,-6728000,25.788646556019778
1975,2017,18943000,AYX,-3669000,19.368632212426753
1976,2023,-115691000,AI,-71518000,61.81811895480202
1977,2022,-86462000,AI,-4291000,4.962873863662649
1978,2021,-37553000,AI,-1628000,4.335206241844859
1979,2020,-61281000,AI,-3006000,4.905272433543839
1980,2019,-34876000,AI,-6811000,19.529189127193487
1981,2022,529820000,TSEM,-366403000,69.1561284964705
1982,2021,421293000,TSEM,-313808000,74.48687730391913
1983,2020,276561000,TSEM,-313656000,113.41295410415786
1984,2019,291320000,TSEM,-191396000,65.69957435122889
1985,2018,312897000,TSEM,-210192000,67.17609948321652
