,date,ticker,P/E
0,1696032000000,AAPL,28.7982517402959
1,1663977600000,AAPL,24.6074061117401
2,1632528000000,AAPL,26.1701932771441
3,1601078400000,AAPL,34.2803272529655
4,1569628800000,AAPL,18.4102204766903
5,1538179200000,AAPL,18.9602829729049
6,1506729600000,AAPL,16.7398972314947
7,1474675200000,AAPL,13.5692138137763
8,1443225600000,AAPL,12.4456482936285
9,1411776000000,AAPL,15.6127131675525
10,1380326400000,AAPL,12.1435275670276
11,1348876800000,AAPL,15.1114542568231
12,1316822400000,AAPL,14.6086557171515
13,1285372800000,AAPL,19.2900743481053
14,1253923200000,AAPL,20.0862783060109
15,1222473600000,AAPL,23.9326241952834
16,1191024000000,AAPL,39.0387995537757
17,1159574400000,AAPL,33.9627709803922
18,1127520000000,AAPL,34.1428434456929
19,1096070400000,AAPL,52.3289489130435
20,1064620800000,AAPL,108.988323188406
21,1033171200000,AAPL,81.9303876923077
22,1001721600000,AAPL,-214.4183052
23,970272000000,AAPL,11.8045076335878
24,938217600000,AAPL,18.8189852911814
25,906681600000,AAPL,21.0575525889968
26,1688083200000,MSFT,35.1641751772364
27,1656547200000,MSFT,26.6229233688031
28,1625011200000,MSFT,33.637564263681
29,1593475200000,MSFT,35.3101178835166
30,1561852800000,MSFT,26.4676829765545
31,1530316800000,MSFT,46.3802027638646
32,1498780800000,MSFT,25.4602791926052
33,1467244800000,MSFT,24.4091683533754
34,1435622400000,MSFT,29.8871565652423
35,1404086400000,MSFT,15.8665534112531
36,1372550400000,MSFT,13.381228559667
37,1341014400000,MSFT,15.3256296383555
38,1309392000000,MSFT,9.65088552915767
39,1277856000000,MSFT,10.9493747334755
40,1246320000000,MSFT,14.6773917221498
41,1214784000000,MSFT,14.7344437531814
42,1183161600000,MSFT,20.7138585140419
43,1151625600000,MSFT,19.4755377410906
44,1120089600000,MSFT,22.1074783744084
45,1088553600000,MSFT,38.0916552399608
46,1056931200000,MSFT,27.9209926948864
47,1025395200000,MSFT,38.7979435432367
48,993859200000,MSFT,55.3909610672475
49,962323200000,MSFT,47.0098715635283
50,930700800000,MSFT,63.5095157353886
51,899164800000,MSFT,65.1203003137606
52,1672444800000,GOOGL,20.6642863336224
53,1640908800000,GOOGL,25.8210077855668
54,1609372800000,GOOGL,29.9017297156622
55,1577750400000,GOOGL,27.243948427336
56,1546214400000,GOOGL,23.9102255856325
57,1514678400000,GOOGL,58.5338323803507
58,1483142400000,GOOGL,28.426407726666
59,1451520000000,GOOGL,35.1974506469733
60,1419984000000,GOOGL,25.2423543478261
61,1388448000000,GOOGL,34.5356501633127
62,1356912000000,GOOGL,26.1865659048151
63,1325289600000,GOOGL,26.2801764814625
64,1293753600000,GOOGL,22.5751201022928
65,1262217600000,GOOGL,30.3708474755109
66,1230681600000,GOOGL,23.110116805438
67,1199059200000,GOOGL,52.014142426232
68,1167523200000,GOOGL,46.3178437704512
69,1135987200000,GOOGL,82.6307462346381
70,1104451200000,GOOGL,131.763832315675
71,1674950400000,NVDA,116.884283424908
72,1643500800000,NVDA,59.3718211648893
73,1612051200000,NVDA,75.323758079409
74,1579996800000,NVDA,55.3636051502146
75,1548547200000,NVDA,24.1713957981164
76,1517097600000,NVDA,50.4708106334099
77,1485648000000,NVDA,43.5406542617047
78,1454198400000,NVDA,27.143338762215
79,1422144000000,NVDA,18.4925129760049
80,1390694400000,NVDA,21.0247608354735
81,1359244800000,NVDA,13.7870578416315
82,1327795200000,NVDA,15.8152637457193
83,1296345600000,NVDA,55.2532208290868
84,1264896000000,NVDA,-124.405310721167
85,1232841600000,NVDA,-140.676124629673
86,1201392000000,NVDA,18.9783216844586
87,1169942400000,NVDA,27.4503065275804
88,1138492800000,NVDA,28.0796112572051
89,1107043200000,NVDA,40.2531691179401
90,1074988800000,NVDA,53.5858400408498
91,1043539200000,NVDA,18.8609655392681
92,1012089600000,NVDA,63.3052315118356
93,980640000000,NVDA,40.4941520157699
94,949190400000,NVDA,35.4176922673106
95,917740800000,NVDA,126.021065375303
96,1672444800000,META,14.0154603448276
97,1640908800000,META,24.4253149606299
98,1609372800000,META,27.0667014341591
99,1577750400000,META,31.9339464430619
100,1546214400000,META,17.3178006422143
101,1514678400000,META,32.7648090452261
102,1483142400000,META,33.0311395759717
103,1451520000000,META,81.3832052330335
104,1419984000000,META,71.0582153846154
105,1388448000000,META,92.2562374245473
106,1356912000000,META,1801.84125
107,1672444800000,TSM,11.9293026550855
108,1640908800000,TSM,29.2418520887715
109,1609372800000,TSM,31.0947308968828
110,1577750400000,TSM,25.5419087462642
111,1546214400000,TSM,16.115263801361
112,1514678400000,TSM,17.7668795527195
113,1483142400000,TSM,14.5362370688115
114,1451520000000,TSM,12.7981178097781
115,1419984000000,TSM,14.5053145023747
116,1388448000000,TSM,14.7787189163939
117,1698537600000,AVGO,34.2564252236898
118,1667088000000,AVGO,17.8238171611868
119,1635638400000,AVGO,35.4336538760292
120,1604188800000,AVGO,55.2738377769433
121,1572739200000,AVGO,46.1117662337662
122,1541289600000,AVGO,7.76179704706746
123,1509235200000,AVGO,62.9260638297872
124,1477785600000,AVGO,-37.2979010925819
125,1446336000000,AVGO,25.366224340176
126,1414886400000,AVGO,87.5617870722433
127,1383436800000,AVGO,20.415652173913
128,1351382400000,AVGO,15.0222024866785
129,1319932800000,AVGO,15.3345652173913
130,1288483200000,AVGO,14.6295903614458
131,1257033600000,AVGO,-74.6590909090909
132,1685491200000,ORCL,34.4619593084794
133,1653955200000,ORCL,29.8301503647462
134,1622419200000,ORCL,17.3106561908919
135,1590883200000,ORCL,17.4759131721756
136,1559260800000,ORCL,17.0386357484436
137,1527724800000,ORCL,51.7645385620915
138,1496188800000,ORCL,20.5045131226567
139,1464652800000,ORCL,19.4428715874621
140,1433030400000,ORCL,19.7057224793721
141,1401494400000,ORCL,17.6595235052487
142,1369958400000,ORCL,14.9776036613272
143,1338422400000,ORCL,13.5121380623184
144,1306800000000,ORCL,20.5311992511993
145,1275264000000,ORCL,18.6630171149144
146,1243728000000,ORCL,17.9682996602896
147,1212192000000,ORCL,21.6320159391415
148,1180569600000,ORCL,23.8917220402433
